content,score,at,userName
Sumpah gampang banget sihh hok tuhh🤩🥳,5,2025-02-16 07:32:01,Pengguna Google
bagus,5,2025-02-16 07:20:32,Pengguna Google
game nya seru bgt cuma kadang ada yg salah jadi ngebelj GK tau knp bisa ngebelenk,4,2025-02-16 07:20:11,Pengguna Google
"RANKED MATCHMAKINGNYA KAGAK IMBANG SAMA SEKALI,DARI PIHAK MUSUH 4 ORANG LAST SEASON BINTANG 50 DARI TEAM SENDIRI BISA BISANYA MASIH MASTER SEMUA. PERBAIKI DULU MATCHMAKING NYA SEIMBANGKAN LAH ORANG MAU NAIK GRANDMASTER KETEMU NYA KOK BINTANG 50 SUDAH GILA DEVELOPERNYA",1,2025-02-16 07:13:02,Pengguna Google
bagus banget tapi ada malah hagar Hero mahal banget bisa turun gak,5,2025-02-16 07:06:37,Pengguna Google
ini game bukan sembarang game ini game sangat terbaik di dunia sangat membuatku bahagia I love you honor of King,5,2025-02-16 07:06:09,Pengguna Google
"Selalu diberi team beban, tolong diperbaiki, saya tidak butuh skin, saya butuh team yang waras, Terima kasih",1,2025-02-16 07:01:41,Pengguna Google
Game nya bagus aku suka,5,2025-02-16 06:55:36,Pengguna Google
Hok bagus banget lebih bagus dari pada ml soalnya di ml aku mau mytic b13 aja gak dibolehin kalok di HOK mau rank apapun di kasih lawan bot sama HOK jadi kesimpulannya HOK lebih bagus daripada ML ml itu game burik game sampah game dengan grafik Terendah dan yg main pun sedikit jadi ml itu GK cocok untuk dimainkan oleh siapapun karena ml itu merusak masa depan kita semu terus ml itu kalo dimainkan setiap hari mata jadi merah dan ml gak boleh dimainkan oleh siapapun okee terimakasih,5,2025-02-16 06:49:00,Pengguna Google
"Game ampas banyak bot ajg,, selalu dapat rekan gak sebanding sama musuhnya",1,2025-02-16 06:39:15,Pengguna Google
aku suka semua game ini.saya harap semakin jauh hrus bgus..jangan sperti mobilegend,5,2025-02-16 06:37:47,Pengguna Google
Seru,5,2025-02-16 06:34:42,Pengguna Google
lebih bagus dari ml,5,2025-02-16 06:32:29,Pengguna Google
"Maap min hp saya masih kentang, di lobby lag banget tpi in game kenapa mulus 😭😭",5,2025-02-16 06:31:10,Pengguna Google
Game Yang Sangat Bagus Terus Tingkatkan Game Nya,5,2025-02-16 06:19:17,Pengguna Google
Pisahin servernya tencent Capek ama darksistem Philippines Gw main pengen naik bukan turun,1,2025-02-16 06:11:39,Pengguna Google
Game kok niru Mobile legends cuaksss!!!,1,2025-02-16 06:10:27,Pengguna Google
Bagus..👍,5,2025-02-16 06:10:17,Pengguna Google
MANTAP 👍👍👍.SANGAT REKOMEN BANGET 👌,5,2025-02-16 06:05:52,Pengguna Google
bagus,1,2025-02-16 06:04:55,Pengguna Google
game bagus,5,2025-02-16 06:04:41,Pengguna Google
Ngebug kak,3,2025-02-16 05:57:23,Pengguna Google
Saweru cik game grafik bagus gameplay seru hero unik skin juga bagus plus murah download sekarang lah 🗿🗿🗿,5,2025-02-16 05:55:41,Pengguna Google
Game Moba dengan match making yg buruk. ketemu sm player nickname cina yg sangat merugikan permainan dalam game sengaja diam dan feeding. semoga bisa dikasih sanski yg berat,1,2025-02-16 05:55:10,Pengguna Google
"Bagus bet gila!, mvp terus soalnya mantan mobile hahaa",5,2025-02-16 05:50:25,Pengguna Google
game ini sangat seru dan aku suka Hero hou yi,4,2025-02-16 05:45:23,Pengguna Google
*Wah banyak hero nya*,5,2025-02-16 05:42:30,Pengguna Google
ɢᴀᴍᴇɴʏᴀ sᴇʀᴜ ʙɢᴛ!,5,2025-02-16 05:40:30,Pengguna Google
Game moba ini terbaik🙏🙏,5,2025-02-16 05:36:25,Pengguna Google
Gamenya sering tidak merespon,3,2025-02-16 05:26:46,Pengguna Google
Game aneh stun nya enga masuk akal,1,2025-02-16 05:20:41,Pengguna Google
map-nya di ganti dong jelek amatt,3,2025-02-16 05:16:01,Pengguna Google
terus makin keren HOK,5,2025-02-16 05:13:16,Pengguna Google
bagus,5,2025-02-16 05:07:44,Pengguna Google
permainan ini sangat keren,5,2025-02-16 05:06:52,Pengguna Google
Permainannya seru🎆,4,2025-02-16 05:00:35,Pengguna Google
game yg pling bgus,5,2025-02-16 04:58:07,Pengguna Google
mantap,5,2025-02-16 04:29:40,Pengguna Google
aku suka game ini karena mirip ml 😜😜😜,5,2025-02-16 04:26:56,Pengguna Google
Game nya jelek banget asli,1,2025-02-16 04:26:16,Pengguna Google
Banyak banyakin skin colab yang dijual si shop Dev,5,2025-02-16 04:22:09,Pengguna Google
Bagus semualah,5,2025-02-16 04:10:59,Pengguna Google
kereennn abizzzz,5,2025-02-16 04:04:56,Pengguna Google
bagus cuma agak delay dari segi pergerakan dan skill casting.semoga diperbaiki,4,2025-02-16 04:02:59,Pengguna Google
"Halo developer perkenalkan nama saya veter saya dari player pubg pindah ke HOK karna saya sangat senang bermain di geme level infinity.dulu saya main pubg sampe sekarang dan HP saya sudah ga kuat main pubg jadi saya main HOK.HOK ini geme nya seru banget dari pertempuranya segala macem lah seru pokok nya.tetapi menurut saya itu ada yang kurang yaitu dari waktu baf itu mending sepulu detik aja buat jungler,sama demeg turet itu kalo hero masuk nya lama mending demeg nya di tambah.sekian dari saya t",5,2025-02-16 04:02:37,Pengguna Google
Sangat kecewa saat jaringan hilang dan mencoba menghubungkan kembali malah GK bisa masuk ke match dan akhirnya malah afk,1,2025-02-16 04:00:08,Pengguna Google
game yang sangat bagus saya sangat sukaaaaa😊😊😊,5,2025-02-16 03:56:18,Pengguna Google
lebih baik dari pada ML,5,2025-02-16 03:53:28,Pengguna Google
Game in sangat bagus dan tidak ada season turun rank 😁,5,2025-02-16 03:51:08,Pengguna Google
lumayan,5,2025-02-16 03:22:15,Pengguna Google
baguus,4,2025-02-16 03:20:36,Pengguna Google
Game nyah lebih bagus dari moba sebelah 👍,5,2025-02-16 03:16:06,Pengguna Google
game yang cukup menarik menurut ku,5,2025-02-16 03:08:54,Pengguna Google
Kali ini main game moba yang seru banget thank you tencent dan devoloper udah dibikin ini game se terbaik mungkin,5,2025-02-16 03:05:57,Pengguna Google
seru banget tapi pake data seluler agak ngelek Segiti aja,4,2025-02-16 02:52:43,Pengguna Google
bagus,5,2025-02-16 02:50:13,Pengguna Google
Grafik buriqqqqq,1,2025-02-16 02:17:21,Pengguna Google
keren abis mantap,5,2025-02-16 02:15:02,Pengguna Google
"If the player is free, they will definitely like this game, so give more free skins, developers.",5,2025-02-16 02:05:52,Pengguna Google
cukup,4,2025-02-16 02:01:58,Pengguna Google
bagus tapi agak ngeleg,4,2025-02-16 02:01:02,Pengguna Google
mantap,4,2025-02-16 01:57:54,Pengguna Google
sangat bagus buanget,5,2025-02-16 01:56:44,Pengguna Google
game ini seru dan aku sangat pro,5,2025-02-16 01:52:48,Pengguna Google
good,5,2025-02-16 01:52:30,Pengguna Google
saya suka main gim ini,5,2025-02-16 01:34:33,Pengguna Google
GAME YANG MENARIK,5,2025-02-16 01:30:52,Pengguna Google
gg banget,5,2025-02-16 01:21:27,Pengguna Google
sangat luar biasa game ini mirip sekali dengan mobile legend,4,2025-02-16 01:19:42,Pengguna Google
game nya bagus tapi masalah nya grafiknya tu jelek kayak game ps 1 tolong pas ada agrepan tolong grafik nya di bagusin,4,2025-02-16 01:18:55,Pengguna Google
mantab,5,2025-02-16 01:09:38,Pengguna Google
👍,5,2025-02-16 01:04:56,Pengguna Google
Ok,5,2025-02-16 01:04:16,Pengguna Google
Tolong perbaiki matchmaking hampir sepuluh kali aku bertemu dengan player yang bahkan dia tidak tahu cara bermain,1,2025-02-16 01:03:00,Pengguna Google
geme nya cseru banget sumpah daripada ml,5,2025-02-16 00:55:52,Pengguna Google
Gamenya bagus bintang 5,5,2025-02-16 00:54:29,Pengguna Google
Ok,5,2025-02-16 00:53:20,Pengguna Google
game ini sangat seru dan banyak karakter yang sangat bagus saya sangat suka apalagi tidak ada iklan saya sangat menyukainya,3,2025-02-16 00:34:00,Pengguna Google
keren,5,2025-02-16 00:32:52,Pengguna Google
bagus😅,5,2025-02-16 00:29:35,Pengguna Google
Grafik bagus banyak skin premium gratis ga pada mahal gaca nya,5,2025-02-16 00:21:22,Pengguna Google
karna seru,5,2025-02-16 00:12:04,Pengguna Google
"game nya seru, tapi kurangi dong belian orang",5,2025-02-15 23:52:39,Pengguna Google
Gamenya udh bagus tpi minusnya ngelag bgt pdhl hp gw ga ngelag gamenya yg ngelag tolong perbaiki lgi developer,4,2025-02-15 23:27:56,Pengguna Google
boleh geme yah,5,2025-02-15 23:13:58,Pengguna Google
Geme plagiat,1,2025-02-15 23:11:55,Pengguna Google
HOK SEPELE ML BERSINAR,1,2025-02-15 23:09:13,Pengguna Google
"Untuk sekarang udah mulai bagus, udh ada perkembangan, tapi tolonglah data sistem umumnya di pisah, biar bisa download yg di perlukan ajh, sama pas Minions muncul di awal game bikin lag hp, tolong di perbaiki",3,2025-02-15 23:07:42,Pengguna Google
"Pokoknya keren mirip banget kayak ml,,,ee bintang 5 deh kalo ada bintang 10 aku pilih bintang 10 lh🗿😋",5,2025-02-15 22:48:36,Pengguna Google
"Seperti game moba pada umumnya,menang kalah setingan sistemnya,, Tolong hero tank jgn di buat op lah ajg,udahlah gamau mati demage lebih sakit pula",1,2025-02-15 22:46:22,Pengguna Google
Game nya seru,4,2025-02-15 22:40:20,Pengguna Google
suka,5,2025-02-15 22:09:49,Pengguna Google
aku harap ada up detail yg lebih menarik 😁,5,2025-02-15 21:38:37,Pengguna Google
bagus:),5,2025-02-15 20:58:32,Pengguna Google
game nya bagus skin geratis,5,2025-02-15 20:58:09,Pengguna Google
❤️❤️💪,5,2025-02-15 20:45:41,Pengguna Google
oke,5,2025-02-15 20:38:47,Pengguna Google
Game bagus,5,2025-02-15 20:10:52,Pengguna Google
Game bagus tp nggak punya otak dikasih lawan ngga sebanding kemampuan.,3,2025-02-15 20:01:26,Pengguna Google
gamenya bagus walaupun aku sering kena damage dan kalah,5,2025-02-15 19:28:21,Pengguna Google
lumayan buat isi waktu libur :),4,2025-02-15 19:25:39,Pengguna Google
cukup menarik,5,2025-02-15 19:16:32,Pengguna Google
bagus top moba,5,2025-02-15 19:09:55,Pengguna Google
Sama aja kayak ml dark sistemnya,1,2025-02-15 18:50:28,Pengguna Google
terus berkarya jauh lebih baik dr game lain,5,2025-02-15 18:32:25,Pengguna Google
sangat begitu seru,5,2025-02-15 18:14:31,Pengguna Google
game nya keren tapi mines tim nya aja yang duongo,1,2025-02-15 18:08:43,Pengguna Google
Nice,5,2025-02-15 17:55:56,Pengguna Google
"Makin random dapat team klo solo gak pernah naik kaya di tandai akun gue harus losestrike padahal mvp kalah terus, ikut nibrung dan paksa bertemen sama org random makin tambah parah sampai dah 17 kali losstrike, paksa terus bawa teman,dikira semua org punya teman, gak ramah emang buat players solo, disuruh paksa gendong team yg gak sesuai kapasitas tier mereka, kalo memang ada permasalahan dengan akun gue sampe bawa team random, yauda min hapus aja akun gue AmbatronRusdi, gak ramah kli buat solo",1,2025-02-15 17:38:08,Pengguna Google
Buat H.O.K GK ADA APA'🗿🗿🙏,2,2025-02-15 17:28:42,Pengguna Google
Iyah sangat se tuju,5,2025-02-15 17:25:42,Pengguna Google
Kenapa bintang 5 mobile legends kalah karena gak ada skin gratisan kedua grafiknya lebih bagus daripada mobile legends ketiga walaupun honor of king rada kaku tapi nggak papa,5,2025-02-15 17:23:16,Pengguna Google
"Sejauh ini honor of kings sudah mendekati perfect game moba, tapi tolong di update lagi untuk history masih terlihat jadul, dan pemberian give bunga tidak dapat dilihat dari profil semisalnya ada eternal love tidak bisa dipajang. Tolong perhatikan detail kecil ini",4,2025-02-15 17:15:35,Pengguna Google
Lumayan,4,2025-02-15 16:55:19,Pengguna Google
kalo di platinum rank match-nya bagus q kasih bintang lagi,4,2025-02-15 16:51:24,Pengguna Google
Saya lihat orang main grafik skin nya bagus.saya juga mau coba grafik tinggi tapi gak bisa knp ya min.hp saya ram2,2,2025-02-15 16:43:27,Pengguna Google
sangat keren tapi agak burik,5,2025-02-15 16:39:49,Pengguna Google
Bagusss banget tapi sayang gak dimainin aku suka main play together dan pkxd dan Avatar world ya ini jarang dimainin tapi seruuuuuuuu banget,5,2025-02-15 16:39:45,Pengguna Google
tolong disatukan dengan tim yg setara,4,2025-02-15 16:32:18,Pengguna Google
Woi lah cik,1,2025-02-15 16:29:51,Pengguna Google
good game,5,2025-02-15 16:25:49,Pengguna Google
game nya seru dan aku di kasih skin gratis makasih hok,5,2025-02-15 16:20:53,Pengguna Google
"Game sialan, dah sampe di final padahal pas main kejuaraan, langsung di keluarkan dari kejuaraan nya karna habis waktu, mana hadiah nya gak dikasih lagi !!",1,2025-02-15 16:19:23,Pengguna Google
Banyakin skin gratisan,5,2025-02-15 16:18:51,Pengguna Google
Pencocokan tim tidak seimbang Gameplay terlalu rumit Efek cc terlalu lama,1,2025-02-15 16:14:41,Pengguna Google
asik banget,5,2025-02-15 16:12:43,Pengguna Google
Suka suka kau lah min. Mau pindah game juga,1,2025-02-15 16:11:51,Pengguna Google
ok,5,2025-02-15 16:08:34,Pengguna Google
"Musuhnya tidak seimbang, yang benar saja rank saya masih diamond dan dapat musuh rata rata grandmaster",2,2025-02-15 15:55:54,Pengguna Google
Pahami Game moba 5v5 Klo gak punya partyan jangam mengeluh soal match making. Main solo pasti bakal ketemu dark system. Berlaku di semua game moba,5,2025-02-15 15:53:23,Pengguna Google
ya saya menyukai game ini,5,2025-02-15 15:52:46,Pengguna Google
mantap,5,2025-02-15 15:42:47,Pengguna Google
game yang bagussekali,5,2025-02-15 15:30:33,Pengguna Google
"Nice lah ada peningkatan di bagian Fps, lumayan sekarang enak lagi mainnya, fps nya gak jumping-jumping lagi",5,2025-02-15 15:28:44,Pengguna Google
keren banget walaupun saya pemula,5,2025-02-15 15:17:45,Pengguna Google
Nice banget ni game gw suka,5,2025-02-15 15:16:51,Pengguna Google
mantapp,5,2025-02-15 15:13:38,Pengguna Google
Sangat baik,4,2025-02-15 15:09:23,Pengguna Google
good,5,2025-02-15 15:08:25,Pengguna Google
Masya ALLAH MASYA ALLAH WA MASYA ALLAH,5,2025-02-15 15:04:50,Pengguna Google
mantap bisa main offline mode juga,5,2025-02-15 15:02:31,Pengguna Google
baguuuuuusss,5,2025-02-15 14:56:19,Pengguna Google
"Oh my God game yang tidak mengandalkan keberuntungan melainkan strategi dan melatih otak, ini benar-benar mengagumkan.",5,2025-02-15 14:51:27,Pengguna Google
Game nya burik apalagi niru ml huuh mending ganti aja deh grafik buruk gm nya susah huuh,1,2025-02-15 14:51:03,Pengguna Google
"Moba dengan grafis sangat indah, kedepanya lebih banyak event lagi",5,2025-02-15 14:43:30,Pengguna Google
gamenya bagus sekali,5,2025-02-15 14:40:56,Pengguna Google
Game rusak buruk uninstal.. Nyesel donload,1,2025-02-15 14:37:06,Pengguna Google
goodd,5,2025-02-15 14:35:00,Pengguna Google
Enak tapi gravik Nya aga kurang dikit,2,2025-02-15 14:31:31,Pengguna Google
"Seru, banyak event walau nguras kantong tapi worth to buy banget!! Tapi sekarang server lagi eror kah?",4,2025-02-15 14:22:40,Pengguna Google
"Gim bansos baik, bintang 5, sangat suka, pasti main lagi",5,2025-02-15 14:20:33,Pengguna Google
good,5,2025-02-15 14:19:34,Pengguna Google
seru,5,2025-02-15 14:16:05,Pengguna Google
kepa sering putus2 ni jaringan nya 🙏🙏,2,2025-02-15 14:08:37,Pengguna Google
"Seru,asik,menarik,menyenangkan,menghibur,dan menenangkan",5,2025-02-15 14:07:53,Pengguna Google
matchnya tolong d imbangi biar dapat tim yg imbang,5,2025-02-15 14:07:45,Pengguna Google
mantab game nyaaaaaa,5,2025-02-15 14:02:33,Pengguna Google
Main di sini gampang aja menang pake aja farmlin 3 roam 1 jangler 1 auto win malas gw liat ni game jumpa musuh main 5 rata rata farmline 3 jungle 1 roam 1,1,2025-02-15 14:02:11,Pengguna Google
"Dikasih Winstreak teruss pas main, jadinya ga terlalu capek ngepush",5,2025-02-15 14:01:15,Pengguna Google
Skin dan efek nya sih bagus. Tapi kenapa banyak Hero lama yang gk ada skin. Dan juga gw sebagai user laura bosen liat Laura skin nya itu2 aja. Jadi tolong tambahkan skin Laura nya. Tolong ya. _I love HOK_,5,2025-02-15 14:00:57,Pengguna Google
"Woy admin kenapa kok pas gw main farm Lane bawaan nya ngeleg, tapi kalo lane lain kagak?, mentang mentang gw jago hou yi terus kagak di bolehin lagi gitu ngepush di farm lane",3,2025-02-15 13:57:25,Pengguna Google
"Kalah terus solo rank di kasih teman satu tim kayak bot,aneh nya lawan gua selalu jago banget why why,",1,2025-02-15 13:51:39,Pengguna Google
bagus gamenya gak bisa turun rank jadi makin semangat push rank tanpa takut rank turun🗿,5,2025-02-15 13:49:06,Pengguna Google
Baru tau dia yg nyiptain geme pugd,5,2025-02-15 13:47:54,Pengguna Google
gamenya menarik,5,2025-02-15 13:47:21,Pengguna Google
"Baiklah. saya dengerin perkataannya, tapi kalau bisa jangan sampai kejadian, bukan cuma saya yg dapat tim gk bener, ada yg lain juga soalnya, saya liat sendiri, komunikasi udah benar tapi timnya rada-rada",5,2025-02-15 13:47:10,Pengguna Google
Ikut ikut ml atau mobile Langen,1,2025-02-15 13:46:18,Pengguna Google
mantap,5,2025-02-15 13:45:24,Pengguna Google
game nya bagus,5,2025-02-15 13:33:02,Pengguna Google
Permainan ini sekarang sangat menyebalkan,1,2025-02-15 13:32:35,Pengguna Google
"gw udah offline lumayan lama 4 bulan, gw suka animasi sambutan waktu kita balik main lagi",5,2025-02-15 13:23:05,Pengguna Google
Buat Hok bagus banget setiap ada hari besar selalu di rayain semoga Ramadhan juga di rayain,5,2025-02-15 13:20:38,Pengguna Google
Saya Berharap Kebijakan tentang pembelian yang tidak diketahui dalam game dapat di kembalikan,1,2025-02-15 13:14:47,Pengguna Google
game seru bagus lucu voice Hero nya,5,2025-02-15 13:14:46,Pengguna Google
Hok tolong kasih aku skin gratis bergerak belum pernah ngerasain skin bergerak,5,2025-02-15 13:13:08,Pengguna Google
gamenya keren dari pada ml banyak tim beban aku push di hok gambang menang terus,5,2025-02-15 13:12:37,Pengguna Google
lumayan,3,2025-02-15 13:10:33,Pengguna Google
Woi game dark sistem perbarui game Lo sekarang Lo tau kan game Lo ini dark sistem kasih lawan gak adil gimana sih ini 😤👊,1,2025-02-15 13:05:35,Pengguna Google
Sekarang sudah tidak lagi game nya bagus banget Hero barunya keren-keren suka banget naik bintang jadi 5!,5,2025-02-15 13:03:55,Pengguna Google
Gamenya agussss bgtttttttttttt bikin ketagiihhhhannn,5,2025-02-15 13:00:39,Pengguna Google
"Match tidak seimbang, hukuman player afk, troll tidak memuaskan, hok terlalu manjain player dengan skin2 gratis tapi match selalu tidak seimbang taunting gak penting di perbanyak tapi match tidak seimbang. Kalau kalian mau download ni game harus siap mental mainya karna banyak player smurfing",1,2025-02-15 13:00:21,Pengguna Google
boleh dong aku ruquest ada skin squid geme nya kalau boleh,5,2025-02-15 12:59:33,Pengguna Google
heronya enak d lihat,5,2025-02-15 12:55:12,Pengguna Google
"game ga ada otak matchmaking nya kirain lebih bagus dari pada mobile legends taunya sama aja malah lebih parah, di kasih temen anak tk baru megang hp semua lawannya udah kyk proplayer. ngotak dikit lah jadi developer gimana mau nyaingin mlbb kalo gini (edited) sorry makin tolol ini game unis aja lah bener2 pensi aja dari pada mental terganggu yg penting udah nyampe rank paling tinggi",1,2025-02-15 12:51:40,Pengguna Google
banyak bot,2,2025-02-15 12:47:11,Pengguna Google
